Name;;RA;;;Dec;;K;V_H;sig;sour;type;d1;d2;;;
;hh;mm;ss.ss;ddd;mm;dd.d;mag;km/s;km/s;;;arcmin;;;;
121917.57+2026346;12;19;17.57;+20;26;34.6;13.03;0;0;0;;0.35;0.13;1.090;0.371;0.380  
121917.61+0552334;12;19;17.61;+05;52;33.4;13.38;3064;46;5918;;0.19;0.16;0.850;0.227;0.840  
121918.36+3020306;12;19;18.36;+30;20;30.6;12.15;7761;50;4200;;0.36;0.30;0.890;0.187;0.840  
121918.64+1201056;12;19;18.64;+12;01;5.6;12.79;7836;35;2700;10;0.15;0.08;0.918;0.306;0.560  
121919.39+1157166;12;19;19.39;+11;57;16.6;12.91;19120;50;5920;;0.49;0.31;1.117;0.461;0.620  
121919.54-0738233;12;19;19.54;-07;38;23.3;13.14;0;0;0;;0.25;0.11;1.294;0.564;0.440  
121919.74+0002398;12;19;19.74;+00;02;39.8;13.30;45133;87;1777;;0.22;0.22;1.275;0.652;1.000  
121920.60+2950315;12;19;20.60;+29;50;31.5;13.41;0;0;0;;0.22;0.13;1.105;0.404;0.600  
121920.79+2219286;12;19;20.79;+22;19;28.6;12.87;0;0;0;;0.34;0.13;1.125;0.387;0.380  
121920.88-0014291;12;19;20.88;-00;14;29.1;13.24;15225;33;5906;19;0.20;0.20;1.142;0.419;1.000  
121921.55-0041221;12;19;21.55;-00;41;22.1;11.97;20570;28;5906;19;0.46;0.41;1.144;0.390;0.900  
121921.62+3122556;12;19;21.62;+31;22;55.6;13.16;0;0;0;;0.21;0.16;1.217;0.543;0.740  
121922.10+0554374;12;19;22.10;+05;54;37.4;12.41;1512;9;2212;3B;0.45;0.24;0.722;0.241;0.520  
121922.19+0522344;12;19;22.19;+05;22;34.4;10.74;2492;30;2700;-2;0.60;0.25;0.874;0.254;0.420  
121922.22-0038161;12;19;22.22;-00;38;16.1;13.23;20613;21;2774;;0.25;0.23;1.068;0.284;0.900  
121922.24+0605556;12;19;22.24;+06;05;55.6;8.64;1957;10;2212;1B5s;1.56;0.69;0.902;0.223;0.440  
121922.47+2244536;12;19;22.47;+22;44;53.6;13.34;0;0;0;;0.24;0.16;1.176;0.520;0.680  
121922.74-0647593;12;19;22.74;-06;47;59.3;12.91;15547;80;6002;;0.26;0.11;1.002;0.355;0.420  
121922.76+2023306;12;19;22.76;+20;23;30.6;13.07;0;0;0;;0.35;0.31;0.851;0.166;0.880  
121922.81+1202297;12;19;22.81;+12;02;29.7;12.17;7605;56;1763;;0.43;0.25;1.088;0.341;0.580  
121923.11+0547414;12;19;23.11;+05;47;41.4;11.57;2120;23;2700;-5;0.48;0.44;0.911;0.227;0.920  
121923.26+0549289;12;19;23.26;+05;49;28.9;7.40;2238;7;5700;-5;2.58;2.17;0.939;0.241;0.840  
121923.34+1658427;12;19;23.34;+16;58;42.7;13.33;0;0;0;;0.23;0.22;1.102;0.530;0.940  
121923.81+2818355;12;19;23.81;+28;18;35.5;11.14;2518;31;2700;1B_R;0.55;0.30;0.960;0.269;0.540  
121924.19+2655401;12;19;24.19;+26;55;40.1;13.10;0;0;0;;0.29;0.11;1.218;0.533;0.380  
121924.21+1218047;12;19;24.21;+12;18;4.7;12.04;8127;100;3700;3B;0.79;0.55;1.024;0.350;0.700  
121924.27+0711126;12;19;24.27;+07;11;12.6;13.27;27407;52;5920;;0.19;0.19;1.033;0.410;1.000  
121924.61+1804156;12;19;24.61;+18;04;15.6;12.59;13191;0;1819;;0.34;0.28;1.036;0.351;0.820  
121924.77-0509531;12;19;24.77;-05;09;53.1;12.99;0;0;0;;0.28;0.16;1.103;0.469;0.560  
121924.79+1232307;12;19;24.79;+12;32;30.7;13.33;17792;30;5920;;0.19;0.14;1.162;0.357;0.740  
121925.21+1019216;12;19;25.21;+10;19;21.6;13.26;0;0;0;;0.20;0.20;1.106;0.442;1.000  
121925.22+0037514;12;19;25.22;+00;37;51.4;12.15;6545;29;-160;;0.57;0.26;0.894;0.157;0.460  
121925.55+3101546;12;19;25.55;+31;01;54.6;13.00;0;0;0;;0.22;0.17;1.047;0.335;0.760  
121926.01+1952400;12;19;26.01;+19;52;40.0;13.20;0;0;0;;0.22;0.13;1.081;0.322;0.580  
121926.03+2502171;12;19;26.03;+25;02;17.1;12.24;0;0;0;;0.36;0.16;1.058;0.440;0.440  
121926.12-0724543;12;19;26.12;-07;24;54.3;13.40;0;0;0;;0.19;0.19;1.342;0.763;1.000  
121926.44+2110120;12;19;26.44;+21;10;12.0;11.39;9557;25;-160;;0.56;0.18;1.049;0.316;0.320  
121927.05-0455271;12;19;27.05;-04;55;27.1;13.34;23054;85;1781;;0.27;0.22;0.867;0.255;0.840  
121927.57-0423081;12;19;27.57;-04;23;8.1;13.28;0;0;0;;0.23;0.19;1.366;0.683;0.820  
121927.76+0502514;12;19;27.76;+05;02;51.4;11.93;1842;29;2700;-5;0.60;0.28;0.850;0.226;0.460  
121927.79+2652581;12;19;27.79;+26;52;58.1;13.24;0;0;0;;0.24;0.16;1.439;0.701;0.680  
121927.97+1146296;12;19;27.97;+11;46;29.6;13.32;16398;61;5920;;0.35;0.11;1.107;0.665;0.308  
121928.68+1713497;12;19;28.68;+17;13;49.7;12.39;978;59;2700;-2;0.49;0.39;0.853;0.210;0.800  
121928.75+2736421;12;19;28.75;+27;36;42.1;13.35;0;0;0;;0.29;0.22;0.920;0.342;0.760  
121929.41+1020256;12;19;29.41;+10;20;25.6;12.65;7143;59;1763;;0.48;0.20;0.944;0.225;0.420  
121929.50+0501284;12;19;29.50;+05;01;28.4;13.34;23249;49;5918;;0.25;0.16;1.220;0.466;0.640  
121930.58+1452397;12;19;30.58;+14;52;39.7;8.40;1359;4;2212;-2B_s;1.06;0.97;0.909;0.223;0.920  
121930.60-0527241;12;19;30.60;-05;27;24.1;12.57;24651;80;6003;;0.38;0.25;1.071;0.336;0.660  
121930.74+2836111;12;19;30.74;+28;36;11.1;12.78;0;0;0;;0.33;0.27;1.123;0.418;0.840  
121930.86+0643348;12;19;30.86;+06;43;34.8;12.71;23983;0;4405;-9;0.18;0.18;1.539;0.724;1.000  
121931.42+0308294;12;19;31.42;+03;08;29.4;13.04;22651;58;5918;;0.21;0.14;1.114;0.429;0.680  
121932.31+0504304;12;19;32.31;+05;04;30.4;12.27;23415;55;5918;;0.50;0.39;1.050;0.437;0.780  
121932.69+2856322;12;19;32.69;+28;56;32.2;12.33;0;0;0;;0.47;0.34;1.079;0.362;0.720  
121932.86+0924508;12;19;32.86;+09;24;50.8;11.26;7377;31;2700;1B;0.50;0.26;0.986;0.304;0.520  
121933.77+3221525;12;19;33.77;+32;21;52.5;13.45;0;0;0;;0.25;0.16;1.441;0.843;0.640  
121934.02+1225148;12;19;34.02;+12;25;14.8;13.14;17563;61;1763;;0.21;0.18;1.080;0.396;0.900  
121934.02+2535092;12;19;34.02;+25;35;9.2;12.31;0;0;0;;0.31;0.21;0.879;0.229;0.660  
121934.65+1539078;12;19;34.65;+15;39;7.8;13.19;30533;50;5920;;0.24;0.19;1.199;0.483;0.780  
121935.01+2821152;12;19;35.01;+28;21;15.2;13.13;0;0;0;;0.33;0.14;1.017;0.268;0.420  
121935.35+0352464;12;19;35.35;+03;52;46.4;12.60;23158;52;5918;;0.41;0.35;1.116;0.430;0.860  
121935.47+3212045;12;19;35.47;+32;12;4.5;13.09;0;0;0;;0.24;0.20;1.092;0.440;0.840  
121935.77+0550484;12;19;35.77;+05;50;48.4;9.98;2532;44;2101;-1B_T;0.67;0.56;0.894;0.242;0.840  
121935.95+0044434;12;19;35.95;+00;44;43.4;13.39;29871;87;1777;;0.21;0.18;1.176;0.424;0.840  
121936.16+1555318;12;19;36.16;+15;55;31.8;13.44;24813;40;5920;;0.27;0.14;0.974;0.535;0.540  
121936.40+2751272;12;19;36.40;+27;51;27.2;12.99;0;0;0;;0.45;0.34;1.039;0.493;0.760  
121936.85+0523524;12;19;36.85;+05;23;52.4;11.98;11646;16;2774;5;0.36;0.29;0.982;0.347;0.820  
121938.57+2829432;12;19;38.57;+28;29;43.2;11.47;8374;63;4011;;0.46;0.27;1.004;0.300;0.600  
121938.66+1007378;12;19;38.66;+10;07;37.8;13.11;20310;47;5918;;0.21;0.14;1.156;0.445;0.700  
121938.75+2952592;12;19;38.75;+29;52;59.2;12.22;225;31;2779;9X7;0.54;0.46;0.879;0.116;0.840  
121938.96+1159538;12;19;38.96;+11;59;53.8;12.73;19245;100;1763;;0.31;0.29;1.038;0.272;0.940  
121938.97+2209080;12;19;38.97;+22;09;8.0;13.37;0;0;0;;0.31;0.17;0.890;0.450;0.560  
121939.19+0537424;12;19;39.19;+05;37;42.4;12.91;30411;43;5918;;0.33;0.17;1.209;0.489;0.500  
121939.29-0045031;12;19;39.29;-00;45;3.1;12.96;8965;62;2774;;0.34;0.20;0.820;0.124;0.600  
121939.32+1328440;12;19;39.32;+13;28;44.0;12.91;5963;67;1763;;0.21;0.17;0.859;0.233;0.800  
121939.76+1223300;12;19;39.76;+12;23;30.0;12.61;17540;83;1763;;0.40;0.38;1.117;0.389;0.960  
121939.85+1144588;12;19;39.85;+11;44;58.8;12.77;11670;50;5920;;0.36;0.30;0.979;0.317;0.840  
121939.89+0354374;12;19;39.89;+03;54;37.4;11.96;12776;26;-160;;0.50;0.40;0.987;0.237;0.800  
121940.02+2810342;12;19;40.02;+28;10;34.2;12.82;0;0;0;;0.34;0.31;0.981;0.372;0.900  
121940.19+2656262;12;19;40.19;+26;56;26.2;13.02;0;0;0;;0.29;0.23;1.100;0.401;0.780  
121940.20+1103228;12;19;40.20;+11;03;22.8;13.33;15878;45;5918;;0.21;0.12;0.994;0.251;0.580  
121940.32+0204465;12;19;40.32;+02;04;46.5;12.00;2217;40;2700;4A;1.10;0.40;0.898;0.129;0.360  
121940.40+1123428;12;19;40.40;+11;23;42.8;13.33;16347;54;5920;;0.22;0.22;1.095;0.262;1.000  
121940.64+1224200;12;19;40.64;+12;24;20.0;12.86;17695;148;1763;;0.30;0.18;1.004;0.373;0.600  
121940.73+3224250;12;19;40.73;+32;24;25.0;12.44;0;0;0;;0.35;0.26;0.936;0.354;0.740  
121941.30+2847082;12;19;41.30;+28;47;8.2;11.94;7523;61;2738;;0.37;0.24;1.031;0.299;0.660  
121941.30+2849322;12;19;41.30;+28;49;32.2;11.64;7497;26;2779;-2A;0.62;0.47;0.896;0.266;0.760  
121941.38+2811392;12;19;41.38;+28;11;39.2;12.82;0;0;0;;0.30;0.17;1.185;0.475;0.560  
121941.60+2843292;12;19;41.60;+28;43;29.2;11.37;7701;37;2736;-4;0.42;0.35;0.946;0.281;0.820  
121941.97+1604050;12;19;41.97;+16;04;5.0;12.90;20871;45;5920;;0.40;0.11;1.251;0.376;0.280  
121942.31+0532175;12;19;42.31;+05;32;17.5;9.66;1637;18;2700;3;1.92;0.50;0.962;0.292;0.260  
121943.64+1327050;12;19;43.64;+13;27;5.0;13.21;19492;46;5920;;0.25;0.14;0.986;0.219;0.560  
121943.78-0718444;12;19;43.78;-07;18;44.4;13.03;0;0;0;;0.25;0.15;1.500;0.789;0.600  
121943.89+2851462;12;19;43.89;+28;51;46.2;12.04;7634;10;618;4B4;0.62;0.40;0.900;0.249;0.640  
121944.05+2934492;12;19;44.05;+29;34;49.2;13.33;19455;31;-213;;0.26;0.14;0.951;0.242;0.560  
121944.08+0908548;12;19;44.08;+09;08;54.8;12.86;5807;42;2779;5B;0.35;0.23;0.675;0.179;0.640  
121945.03-0045369;12;19;45.03;-00;45;36.9;12.73;9092;24;2774;;0.36;0.31;0.991;0.290;0.860  
121945.28+1247540;12;19;45.28;+12;47;54.0;7.92;1001;13;2700;-4B_s;1.62;1.49;0.898;0.212;0.920  
121945.29+0600211;12;19;45.29;+06;00;21.1;11.18;2292;10;2212;-2;0.63;0.25;0.784;0.158;0.400  
121945.63-0042329;12;19;45.63;-00;42;32.9;13.06;0;0;0;;0.26;0.12;1.199;0.320;0.460  
121946.78+0804388;12;19;46.78;+08;04;38.8;13.41;27371;47;5920;;0.21;0.21;1.136;0.510;1.000  
121947.22+0517011;12;19;47.22;+05;17;1.1;9.55;2060;27;2700;0B;1.03;0.43;0.936;0.256;0.420  
121947.23+1710391;12;19;47.23;+17;10;39.1;12.88;0;0;0;;0.29;0.20;1.263;0.645;0.700  
121947.37+0307321;12;19;47.37;+03;07;32.1;12.66;22908;59;5918;;0.25;0.23;1.069;0.396;0.920  
121947.39+0834458;12;19;47.39;+08;34;45.8;12.63;25035;52;5920;;0.43;0.30;1.432;0.671;0.700  
121947.63+3020211;12;19;47.63;+30;20;21.1;10.16;8448;22;2779;-5;0.70;0.54;0.958;0.282;0.780  
121947.88+1225191;12;19;47.88;+12;25;19.1;11.21;17770;52;2700;-1;0.57;0.30;1.040;0.319;0.520  
121948.29-0052319;12;19;48.29;-00;52;31.9;11.51;11842;34;2774;;0.44;0.25;1.036;0.299;0.560  
121948.62-0325589;12;19;48.62;-03;25;58.9;13.36;24228;87;1777;;0.21;0.18;0.905;0.258;0.840  
121948.71+3021581;12;19;48.71;+30;21;58.1;13.22;0;0;0;;0.27;0.18;1.054;0.578;0.660  
121948.92+2336049;12;19;48.92;+23;36;4.9;12.29;0;0;0;;0.50;0.40;0.979;0.290;0.800  
121948.92-0535099;12;19;48.92;-05;35;9.9;11.78;10074;80;6002;;0.49;0.43;0.967;0.263;0.880  
121948.98+2050269;12;19;48.98;+20;50;26.9;11.79;9359;78;3578;;0.35;0.24;1.125;0.362;0.680  
121949.12+2838052;12;19;49.12;+28;38;5.2;13.19;0;0;0;;0.40;0.22;1.019;0.287;0.540  
121949.18+0600541;12;19;49.18;+06;00;54.1;10.02;2074;19;2774;-2;0.64;0.55;0.859;0.218;0.860  
121949.43+0527481;12;19;49.43;+05;27;48.1;9.12;2357;11;5700;-2;1.21;0.51;0.902;0.259;0.420  
121949.98+1901239;12;19;49.98;+19;01;23.9;12.90;0;0;0;;0.27;0.25;1.151;0.376;0.920  
121950.62+2824192;12;19;50.62;+28;24;19.2;12.77;0;0;0;;0.25;0.19;0.940;0.200;0.760  
121950.66+2936529;12;19;50.66;+29;36;52.9;7.12;929;6;2212;2B4R;3.43;1.62;0.977;0.277;0.473  
121950.72+1625411;12;19;50.72;+16;25;41.1;13.04;0;0;0;;0.23;0.18;1.240;0.444;0.780  
121950.94+0659338;12;19;50.94;+06;59;33.8;12.27;7192;21;2700;5B;0.52;0.44;1.017;0.410;0.840  
121950.94+2736102;12;19;50.94;+27;36;10.2;12.91;0;0;0;;0.25;0.11;1.125;0.330;0.440  
121951.17-0651224;12;19;51.17;-06;51;22.4;10.83;7952;65;3911;6B_s;0.69;0.26;1.011;0.276;0.380  
121951.69+2825212;12;19;51.69;+28;25;21.2;11.44;7944;57;4011;;0.49;0.41;0.966;0.264;0.840  
121951.88+3025041;12;19;51.88;+30;25;4.1;13.33;0;0;0;;0.32;0.26;1.234;0.434;0.800  
121951.90+0515181;12;19;51.90;+05;15;18.1;12.84;22469;47;5918;;0.29;0.21;1.034;0.346;0.720  
121952.12+2812292;12;19;52.12;+28;12;29.2;12.36;0;0;0;;0.39;0.28;1.059;0.350;0.720  
121952.22+1234311;12;19;52.22;+12;34;31.1;12.86;20238;50;5920;;0.30;0.15;0.961;0.284;0.520  
121952.60+2737152;12;19;52.60;+27;37;15.2;10.27;2318;11;2212;4A_P;0.59;0.53;0.900;0.213;0.900  
121952.92+0856148;12;19;52.92;+08;56;14.8;12.61;7398;31;-1;;0.29;0.20;0.954;0.358;0.700  
121953.02+0427461;12;19;53.02;+04;27;46.1;12.79;30556;51;5918;;0.19;0.11;1.310;0.540;0.600  
121953.42+3016071;12;19;53.42;+30;16;7.1;12.91;0;0;0;;0.25;0.19;0.986;0.415;0.760  
121953.42-0408249;12;19;53.42;-04;08;24.9;12.74;30968;85;1781;;0.40;0.15;1.240;0.415;0.380  
121953.43+2823092;12;19;53.43;+28;23;9.2;11.68;7989;46;4011;;0.53;0.25;0.852;0.226;0.480  
121953.62-0834354;12;19;53.62;-08;34;35.4;13.01;0;0;0;;0.32;0.23;1.078;0.463;0.720  
121953.84+0255511;12;19;53.84;+02;55;51.1;13.01;21237;49;5918;;0.23;0.21;1.050;0.322;0.920  
121954.00+1733371;12;19;54.00;+17;33;37.1;13.00;13339;37;-120;;0.27;0.13;0.990;0.324;0.480  
121954.53+1101438;12;19;54.53;+11;01;43.8;12.64;43962;136;1763;;0.31;0.22;1.364;0.627;0.700  
121955.38-0913574;12;19;55.38;-09;13;57.4;13.24;0;0;0;;0.22;0.13;1.227;0.452;0.580  
121956.06+0520361;12;19;56.06;+05;20;36.1;9.22;2385;3;2212;5B5s;1.03;0.74;0.916;0.326;0.720  
121956.90-0051019;12;19;56.90;-00;51;1.9;13.17;61924;39;5906;19;0.24;0.19;1.228;0.552;0.800  
121956.94+3115181;12;19;56.94;+31;15;18.1;12.84;0;0;0;;0.30;0.21;1.153;0.381;0.700  
121957.23-0503259;12;19;57.23;-05;03;25.9;13.05;24642;85;1781;;0.24;0.20;1.026;0.436;0.820  
121958.17+1156208;12;19;58.17;+11;56;20.8;13.01;19339;78;1763;;0.23;0.18;1.294;0.476;0.780  
121958.39+2546181;12;19;58.39;+25;46;18.1;10.20;6670;38;2700;-4;0.69;0.46;0.983;0.294;0.660  
121958.83-0207319;12;19;58.83;-02;07;31.9;12.94;34886;87;1777;;0.49;0.25;1.149;0.449;0.520  
121959.22+3021361;12;19;59.22;+30;21;36.1;13.18;0;0;0;;0.28;0.18;0.919;0.284;0.660  
121959.38-0728303;12;19;59.38;-07;28;30.3;11.61;15466;80;6002;;0.59;0.45;0.981;0.351;0.760  
122000.45+2740061;12;20;0.45;+27;40;6.1;13.23;0;0;0;;0.21;0.13;1.011;0.386;0.640  
122000.46+0323321;12;20;0.46;+03;23;32.1;13.31;23040;50;5918;;0.24;0.19;1.141;0.491;0.780  
122001.34+0836281;12;20;1.34;+08;36;28.1;12.07;7378;10;2212;2A;0.34;0.24;0.885;0.179;0.720  
122001.42+2245081;12;20;1.42;+22;45;8.1;13.16;0;0;0;;0.49;0.37;1.244;0.532;0.760  
122001.48+3211591;12;20;1.48;+32;11;59.1;12.66;0;0;0;;0.32;0.23;1.027;0.377;0.720  
122002.16+2826421;12;20;2.16;+28;26;42.1;12.17;0;0;0;;0.49;0.41;1.048;0.308;0.840  
122002.47+2819382;12;20;2.47;+28;19;38.2;12.51;0;0;0;;0.34;0.13;1.031;0.303;0.380  
122003.27+1457412;12;20;3.27;+14;57;41.2;11.29;1372;38;2700;-5;0.76;0.62;0.826;0.207;0.820  
122003.49+3114471;12;20;3.49;+31;14;47.1;12.65;0;0;0;;0.27;0.22;1.279;0.491;0.800  
122003.68+2024061;12;20;3.68;+20;24;6.1;12.03;9289;26;-160;;0.42;0.39;0.939;0.201;0.940  
122003.69+0520161;12;20;3.69;+05;20;16.1;12.47;0;0;0;;0.37;0.22;1.001;0.375;0.600  
122003.69+0520291;12;20;3.69;+05;20;29.1;10.84;2499;75;2101;0X_T;0.75;0.68;0.961;0.360;0.900  
122003.92-0436469;12;20;3.92;-04;36;46.9;12.99;19291;80;6003;;0.30;0.23;0.889;0.199;0.780  
122004.31-0612124;12;20;4.31;-06;12;12.4;11.73;9152;80;6003;;0.58;0.16;1.352;0.462;0.280  
122004.35+0910231;12;20;4.35;+09;10;23.1;13.21;27473;66;5918;;0.22;0.22;1.459;1.158;1.000  
122004.54+2853502;12;20;4.54;+28;53;50.2;12.46;0;0;0;;0.41;0.23;0.983;0.233;0.560  
122004.78+2758312;12;20;4.78;+27;58;31.2;11.35;8315;8;2212;4B4;1.00;0.64;0.977;0.262;0.640  
122004.80+0748551;12;20;4.80;+07;48;55.1;12.18;19273;42;2700;5B1r;0.29;0.21;1.302;0.682;0.700  
122005.65+0535070;12;20;5.65;+05;35;7.0;13.42;20600;49;5918;;0.26;0.16;1.000;0.278;0.640  
122005.85+3432180;12;20;5.85;+34;32;18.0;13.43;71383;52;5920;;0.30;0.21;1.477;0.664;0.700  
122006.31+1222522;12;20;6.31;+12;22;52.2;13.28;17618;28;5920;;0.19;0.10;1.083;0.356;0.520  
122006.49+1004291;12;20;6.49;+10;04;29.1;12.15;12999;80;3625;;0.35;0.32;1.146;0.472;0.920  
122006.54+2300561;12;20;6.54;+23;00;56.1;13.39;0;0;0;;0.27;0.21;0.988;0.331;0.760  
122006.82+2916498;12;20;6.82;+29;16;49.8;7.26;648;4;2212;-5;2.58;2.40;0.899;0.228;0.930  
122007.21+3002430;12;20;7.21;+30;02;43.0;13.19;0;0;0;;0.27;0.21;1.177;0.458;0.800  
122007.49+0741311;12;20;7.49;+07;41;31.1;11.15;2618;1;651;9;1.14;0.77;0.881;0.181;0.680  
122008.50-0137229;12;20;8.50;-01;37;22.9;12.98;0;0;0;;0.25;0.21;1.067;0.346;0.860  
122009.97+0838411;12;20;9.97;+08;38;41.1;11.36;7388;32;2700;5_1s;0.47;0.25;1.076;0.366;0.540  
122010.20+2823202;12;20;10.20;+28;23;20.2;11.68;7722;66;4011;;0.37;0.21;0.975;0.280;0.580  
122010.70+0454230;12;20;10.70;+04;54;23.0;13.23;24688;50;5918;;0.21;0.17;0.889;0.252;0.820  
122011.28+2740482;12;20;11.28;+27;40;48.2;12.01;0;0;0;;0.46;0.41;1.115;0.468;0.880  
122012.21+0637231;12;20;12.21;+06;37;23.1;12.74;2447;45;2700;-5;0.26;0.17;0.832;0.194;0.660  
122013.00+0821151;12;20;13.00;+08;21;15.1;12.49;24732;59;5920;;0.25;0.19;1.091;0.380;0.780  
122013.12-0316379;12;20;13.12;-03;16;37.9;12.85;21861;87;1777;;0.31;0.19;1.206;0.544;0.600  
122013.53+0558151;12;20;13.53;+05;58;15.1;13.05;26993;50;5918;;0.31;0.17;1.028;0.406;0.560  
122013.53+2828562;12;20;13.53;+28;28;56.2;12.74;0;0;0;;0.31;0.25;1.162;0.469;0.800  
122013.76+2832152;12;20;13.76;+28;32;15.2;13.10;0;0;0;;0.31;0.27;0.862;0.290;0.880  
122014.31+1720478;12;20;14.31;+17;20;47.8;11.10;9094;34;2700;4;0.47;0.42;0.947;0.276;0.900  
122014.41+1515018;12;20;14.41;+15;15;1.8;13.40;24720;48;5920;;0.22;0.22;1.173;0.622;1.000  
122014.51+2952472;12;20;14.51;+29;52;47.2;13.27;0;0;0;;0.25;0.20;1.396;0.716;0.820  
122015.68+3339390;12;20;15.68;+33;39;39.0;11.36;6409;17;-160;3A;0.56;0.27;1.320;0.433;0.480  
122015.91+3318450;12;20;15.91;+33;18;45.0;13.01;21039;48;5920;;0.25;0.17;1.049;0.353;0.700  
122016.26+2345101;12;20;16.26;+23;45;10.1;13.49;0;0;0;;0.29;0.29;1.175;0.636;1.000  
122016.72+1039461;12;20;16.72;+10;39;46.1;12.94;20362;80;3625;;0.37;0.27;0.884;0.252;0.720  
122016.91+0913371;12;20;16.91;+09;13;37.1;13.47;14804;26;5918;;0.27;0.22;1.380;0.693;0.840  
122017.27-0448143;12;20;17.27;-04;48;14.3;13.43;0;0;0;;0.21;0.19;1.208;0.477;0.880  
122017.35+0412051;12;20;17.35;+04;12;5.1;10.92;1733;9;2212;5A;1.24;0.17;1.110;0.414;0.140  
122017.69+3310381;12;20;17.69;+33;10;38.1;12.43;21024;54;5920;;0.44;0.33;1.047;0.274;0.740  
122018.45+0300331;12;20;18.45;+03;00;33.1;13.18;22820;58;5918;;0.25;0.23;0.987;0.360;0.900  
122018.52+2755132;12;20;18.52;+27;55;13.2;12.25;14935;30;1823;;0.38;0.24;0.992;0.275;0.640  
122018.81+0932411;12;20;18.81;+09;32;41.1;12.20;2024;45;-209;-2B;0.44;0.40;0.821;0.260;0.900  
122019.28+0419591;12;20;19.28;+04;19;59.1;13.01;22866;48;5918;;0.20;0.20;1.362;0.539;1.000  
122019.42+3248491;12;20;19.42;+32;48;49.1;13.09;0;0;0;;0.26;0.21;1.085;0.588;0.800  
122020.29+1329438;12;20;20.29;+13;29;43.8;12.93;19411;49;5920;;0.29;0.24;1.192;0.535;0.840  
122020.46-0853453;12;20;20.46;-08;53;45.3;13.27;0;0;0;;0.24;0.24;1.369;0.521;1.000  
122020.48-0614433;12;20;20.48;-06;14;43.3;12.58;0;0;0;;0.30;0.19;1.417;0.713;0.620  
122020.73+2823032;12;20;20.73;+28;23;3.2;13.23;0;0;0;;0.35;0.28;0.823;0.300;0.800  
122020.78+2918392;12;20;20.78;+29;18;39.2;9.18;1076;9;2700;-5;0.76;0.72;0.879;0.220;0.940  
122020.83+1902571;12;20;20.83;+19;02;57.1;13.15;0;0;0;;0.23;0.16;1.161;0.573;0.680  
122021.33+2535582;12;20;21.33;+25;35;58.2;12.83;0;0;0;;0.25;0.15;0.926;0.352;0.600  
122021.52+0523111;12;20;21.52;+05;23;11.1;8.01;2732;22;2700;-1;1.78;0.89;0.949;0.262;0.500  
122021.70+0858551;12;20;21.70;+08;58;55.1;13.45;43114;51;5918;;0.23;0.14;1.271;0.535;0.620  
122021.74+3318261;12;20;21.74;+33;18;26.1;13.44;0;0;0;;0.19;0.19;1.353;0.585;1.000  
122021.88+0420431;12;20;21.88;+04;20;43.1;12.66;0;0;0;;0.35;0.30;1.016;0.338;0.860  
122021.97+0554561;12;20;21.97;+05;54;56.1;12.96;27132;51;5918;;0.28;0.28;1.480;0.676;1.000  
122022.11-0651323;12;20;22.11;-06;51;32.3;12.20;15403;80;6002;;0.46;0.17;1.053;0.382;0.380  
122023.08+0446411;12;20;23.08;+04;46;41.1;13.34;24119;37;5918;;0.21;0.21;1.304;0.649;1.000  
122023.12+0851371;12;20;23.12;+08;51;37.1;12.93;14674;64;5918;;0.28;0.20;1.161;0.426;0.700  
122023.88-0830433;12;20;23.88;-08;30;43.3;13.29;0;0;0;;0.17;0.17;1.577;0.864;1.000  
122024.07+2533382;12;20;24.07;+25;33;38.2;10.66;6961;100;1503;-4;0.52;0.44;0.970;0.252;0.840  
122024.26+0534221;12;20;24.26;+05;34;22.1;10.81;6542;75;2101;0;0.55;0.33;0.931;0.195;0.600  
122024.29+1906081;12;20;24.29;+19;06;8.1;13.28;0;0;0;;0.18;0.12;1.086;0.286;0.640  
122024.55+2749072;12;20;24.55;+27;49;7.2;13.35;0;0;0;;0.39;0.23;0.922;0.427;0.580  
122024.69+0928431;12;20;24.69;+09;28;43.1;13.40;0;0;0;;0.24;0.19;1.112;0.471;0.780  
122024.75+0929081;12;20;24.75;+09;29;8.1;13.39;28437;46;5918;;0.23;0.23;1.364;0.894;1.000  
122024.87+0836211;12;20;24.87;+08;36;21.1;13.24;23051;46;5920;;0.23;0.20;1.298;0.547;0.880  
122025.11+3031161;12;20;25.11;+30;31;16.1;11.98;0;0;0;;0.31;0.21;0.926;0.220;0.660  
122025.63-0425373;12;20;25.63;-04;25;37.3;12.60;19264;80;6003;;0.40;0.32;0.925;0.216;0.820  
122025.72+1925451;12;20;25.72;+19;25;45.1;12.45;0;0;0;;0.51;0.45;1.119;0.394;0.880  
122026.09+0446321;12;20;26.09;+04;46;32.1;13.18;0;0;0;;0.32;0.15;1.299;0.444;0.460  
122026.19+3331031;12;20;26.19;+33;31;3.1;13.34;20730;53;5920;;0.22;0.16;1.149;0.480;0.700  
122026.51+0925271;12;20;26.51;+09;25;27.1;12.01;7526;34;2700;4;0.61;0.58;0.782;0.164;0.940  
122026.92+3318131;12;20;26.92;+33;18;13.1;12.68;0;0;0;;0.35;0.28;1.032;0.353;0.800  
122027.61+0756061;12;20;27.61;+07;56;6.1;13.20;19363;32;5920;;0.17;0.17;0.992;0.333;1.000  
122027.62+0128121;12;20;27.62;+01;28;12.1;13.01;1600;5;610;5A;0.49;0.10;0.795;0.104;0.200  
